College,Name,Jersey,Position,Class Year,Height,Weight,B/T,High School,Hometown,Season
University of Washington,Sam Boyle,21,LHP,So.,74,205,R/L,Columbia River,"Vancouver, Wash.",2024
University of Washington,Ethan Unruh,22,RHP,Fr.,78,200,R/R,Woodinville,"Woodinville, Wash.",2024
University of Washington,Colin Blanchard,23,C,R-So.,73,195,L/R,JSerra Catholic,"Ladera Ranch, Calif.",2024
University of Washington,Kyle Fossum,24,OF,Jr.,74,205,R/R,Eastside Catholic,"Sammamish, Wash.",2024
University of Washington,Reilly McAdams,25,RHP,R-Jr.,78,235,R/R,Ingraham,"Seattle, Wash.",2024
University of Washington,Blake Wilson,26,INF,Fr.,70,175,R/R,Santa Margarita Catholic,"Trabuco Canyon, Calif.",2024
University of Washington,Gianluca Shinn,27,LHP,R-Jr.,74,210,L/L,Saint Francis,"Menlo Park, Calif.",2024
University of Washington,Calvin Kirchoff,28,RHP,Sr.,78,225,R/R,Eastlake,"Sammamish, Wash.",2024
University of Washington,Grant Cunningham,31,RHP,So.,75,225,R/R,Seattle Prep,"Seattle, Wash.",2024
University of Washington,Josh Emanuels,32,RHP,R-Jr.,75,210,R/R,Interlake,"Bellevue, Wash.",2024
University of Washington,Jack Sand,33,LHP,Fr.,70,195,L/L,Crean Lutheran,"Aliso Viejo, Calif.",2024
University of Washington,Michael Brown,34,INF,Sr.,77,250,L/L,Vacaville,"Vacaville, Calif.",2024
University of Washington,Peysen Sweeney,35,RHP,R-So.,77,235,L/R,Liberty,"Newcastle, Wash.",2024
University of Washington,Spencer Dessart,36,RHP,So.,74,190,R/R,Suffield Academy,"Ponte Vedra Beach, Fla.",2024
University of Washington,Max Fraser,38,LHP,Fr.,73,205,L/L,Camas,"Camas, Wash.",2024
University of Washington,Jaxson Gore,39,RHP,Fr.,72,190,R/R,North Kitsap,"Poulsbo, Wash.",2024
University of Washington,Brody Mills,40,INF/LHP,Fr.,74,275,L/L,West Valley,"Yakima, Wash.",2024
University of Washington,Carston Pearson,41,OF,Fr.,72,200,L/L,Dublin,"Dublin, Calif.",2024
University of Washington,Dylan Osborne,42,OF/LHP,Fr.,72,170,L/L,Union,"Vancouver, Wash.",2024
University of Washington,Max Clark,44,INF,Fr.,73,210,R/R,Mercer Island,"Mercer Island, Wash.",2024
University of Washington,Sam DeCarlo,51,INF,So.,69,190,R/R,Millikan,"Signal Hill, Calif.",2024
University of Washington,Tommy Brandenburg,55,RHP,Jr.,71,195,R/R,Kalama,"Kalama, Wash.",2024
University of Washington,Logan Anderson,99,RHP,Fr.,76,210,R/R,Shorewood,"Shoreline, Wash.",2024
University of Oregon,Grayson Grinsell,2,LHP,So.,73,205,L/L,Reno HS,"Reno, Nev.",2024
University of Oregon,Carter Garate,3,INF,So.,74,180,L/R,Murrieta Mesa HS,"Murrieta, Calif.",2024
University of Oregon,Toby Twist,4,LHP,Fr.,73,195,L/L,Bakersfield Christian HS,"Bakersfield, Calif.",2024
University of Oregon,Jack Brooks,6,UTL,R-Fr.,70,185,L/R,Vanden HS,"Vacaville, Calif.",2024
University of Oregon,Maddox Molony,9,INF,Fr.,74,200,R/R,Thurston HS,"Springfield, Ore.",2024
University of Oregon,Michael Freund,10,RHP,Sr.,70,197,R/R,Belgrade HS,"Bozeman, Mont.",2024
University of Oregon,Ryan Cooney,12,INF,Fr.,72,195,R/R,Jesuit HS,"Portland, Ore.",2024
University of Oregon,Jaxon Jordan,15,RHP,Jr.,77,200,R/R,Oak Park HS,"Thousand Oaks, Calif.",2024
University of Oregon,Bennett Thompson,16,C,Jr.,70,196,R/R,South Medford HS,"Medford, Ore.",2024
University of Oregon,Drew Smith,17,INF,So.,74,200,R/R,Buchanan HS,"Clovis, Calif.",2024
University of Oregon,Kevin Seitter,18,RHP,Sr.,73,200,R/R,Ridgewood HS,"Ridgewood, N.J.",2024
University of Oregon,Logan Mercado,20,RHP,Sr.,72,215,R/R,Tri-Cities Prep,"Pasco, Wash.",2024
University of Oregon,Matthew Grabmann,21,RHP,So.,73,205,S/R,TNXL Academy (Fla.),"Dartmouth, Nova Scotia",2024
University of Oregon,Cooper Sheff,22,INF,Fr.,76,205,R/R,Basic HS,"Las Vegas, Nev.",2024
University of Oregon,Ian Umlandt,24,LHP,So.,72,208,L/L,Sherwood HS,"Sherwood, Ore.",2024
University of Oregon,Jacob Walsh,25,1B,Jr.,76,222,L/L,Desert Oasis HS,"Las Vegas, Nev.",2024
University of Oregon,Mason Neville,26,OF,So.,75,197,L/L,Basic HS,"Las Vegas, Nev.",2024
University of Oregon,Chase Meggers,27,C,So.,72,194,L/R,Rocklin HS,"Rocklin, Calif.",2024
University of Oregon,Bryce Boettcher,28,OF,Sr.,74,220,R/R,South Eugene HS,"Eugene, Ore.",2024
University of Oregon,Austin Anderson,30,RHP,Sr.,75,220,R/R,Roseburg HS,"Roseburg, Ore.",2024
University of Oregon,Justin Cassella,31,OF,Sr.,72,205,R/R,Seton Hall Prep,"Bernardsville, N.J.",2024
University of Oregon,Turner Spoljaric,32,RHP,So.,74,200,R/R,Home Schooled,"Lisle, Ontario",2024
University of Oregon,Luke Honikel,34,OF,Jr.,72,193,L/R,Servite HS,"Yorba Linda, Calif.",2024
University of Oregon,Jeffery Heard,35,OF,Jr.,74,205,L/L,Valley Christian HS,"San Jose, Calif.",2024
University of Oregon,Zach Justice,37,C,Fr.,73,194,N/A,Summit HS,"Bend, Ore.",2024
University of Oregon,Collin Clarke,38,RHP,Fr.,75,193,R/R,Santa Margarita Catholic HS,"Irvine, Calif.",2024
University of Oregon,Leo Uelmen,39,RHP,So.,76,205,R/R,Faith Lutheran HS,"Las Vegas, Nev.",2024
University of Oregon,Finn Chapman,40,RHP,Fr.,74,204,R/R,Vacaville HS,"Vacaville, Calif.",2024
University of Oregon,Jackson Pace,41,RHP,So.,77,225,R/R,San Benito HS,"Hollister, Calif.",2024
University of Oregon,Mason Goodson,43,RHP,Fr.,75,205,R/R,Stanwood HS,"Stanwood, Wash.",2024
University of Oregon,Dominic Hellman,45,INF,So.,78,250,R/R,Henry M. Jackson HS,"Mill Creek, Wash.",2024
University of Oregon,Ryan Featherston,46,RHP,Fr.,74,218,R/R,Stockdale HS,"Bakersfield, Calif.",2024
University of Oregon,Thomas Meluskey,48,OF,Fr.,73,194,S/L,West Valley HS,"Yakima, Wash.",2024
University of Oregon,Dylan McShane,49,RHP,So.,81,240,R/R,Saint Mary's HS,"Stockton, Calif.",2024
University of Oregon,Sammy Cova,50,LHP,Fr.,74,197,L/L,Santa Margarita Catholic HS,"Ladera Ranch, Calif.",2024
University of Oregon,Bradley Mullan,51,LHP,Sr.,75,235,L/L,Damien HS,"Chino Hills, Calif.",2024
University of Oregon,Brock Moore,52,RHP,Sr.,78,230,R/R,University HS,"Carmel, Ind.",2024
University of Oregon,Cole Stokes,55,RHP,Fr.,78,225,R/R,Redondo Union HS,"Redondo Beach, Calif.",2024
University of Oregon,RJ Gordon,66,RHP,Jr.,72,195,R/R,West Ranch HS,"Santa Clarita, Calif.",2024
University of Oregon,Anson Aroz,77,C,R-So.,71,200,S/R,Placer HS,"Auburn, Calif.",2024
University of Indiana,Jasen Oliver,2,INF,Fr.,71,182,R/R,Orchard Lake St. Mary's Prep,"Almont, Mich.",2024
University of Indiana,Carter Mathison,3,OF,Jr.,74,215,L/L,Homestead Senior,"Fort Wayne, Ind.",2024
University of Indiana,Devin Taylor,5,OF,So.,73,215,L/R,LaSalle,"Cincinnati, Ohio",2024
University of Indiana,T.J. Schuyler,6,C,Fr.,74,226,R/R,Antioch,"Antioch, Ill.",2024
University of Indiana,Hayden Carlson,7,INF,Fr.,73,180,R/R,Capistrano Valley Christian,"San Clemente, Calif.",2024
University of Indiana,Tyler Cerny,8,INF,So.,74,205,R/R,Center Grove,"Greenwood, Ind.",2024
University of Indiana,Brock Tibbitts,9,C,Jr.,76,225,R/R,New Albany,"New Albany, Ohio",2024
University of Indiana,Morgan Colopy,10,OF,Sr.+,73,225,R/R,Centerville,"Centerville, Ohio",2024
University of Indiana,Brayden Bakes,11,OF,Fr.,70,190,L/R,Huntley,"Algonquin, Ill.",2024
University of Indiana,Cal Sefcik,12,INF,Fr.,72,225,R/R,Marist,"Palos Heights, Ill.",2024
University of Indiana,Andrew Wiggins,13,OF,Fr.,76,225,L/R,Heritage Christian,"Indianapolis, Ind.",2024
University of Indiana,Connor Foley,14,RHP,So.,77,235,R/R,Jasper,"Jasper, Ind.",2024
University of Indiana,Brandon Burckel,15,INF,Jr.,70,180,R/R,Lindale,"Lindale, Texas",2024
University of Indiana,Jack Moffitt,16,RHP,Sr.,79,255,R/R,Seattle Prep,"Seattle, Wash.",2024
University of Indiana,Ben Grable,17,RHP,Sr.,76,225,R/R,Flintridge Prep,"Pasadena, Calif.",2024
University of Indiana,Grant Holderfield,18,LHP,R-So.,75,225,L/L,Oak Park & River Forest,"Oak Park, Ill.",2024
University of Indiana,Brandon Keyster,19,LHP,R-So.,75,205,L/L,Minooka,"Channahon, Ill.",2024
University of Indiana,Nick Mitchell,20,OF,Jr.,70,185,L/R,Carmel,"Carmel, Ind.",2024
University of Indiana,Jacob Vogel,21,RHP,R-Fr.,79,260,R/R,Jennings County,"North Vernon, Ind.",2024
University of Indiana,Joey Brenczewski,23,INF,R-Fr.,75,195,S/R,Fishers,"Fishers, Ind.",2024
University of Indiana,Drew Buhr,24,RHP,Gr.,73,208,L/R,Austin,"Austin, Ind.",2024
University of Indiana,Seth Benes,26,RHP,Fr.,74,215,R/R,Liberty-Wentzville,"O'Fallon, Mo.",2024
University of Indiana,Sam Murrison,28,OF,Sr.,71,175,R/R,American Heritage,"Boca Raton, Fla.",2024
University of Indiana,Ryan Kraft,29,LHP,Jr.,76,225,L/L,Lincoln-Way Central,"Mokena, Ill.",2024
University of Indiana,Seti Manase,30,RHP,Sr.,76,245,R/R,Graham Kapowsin,"Puyallup, Washington",2024
University of Indiana,Evan Whiteaker,31,RHP,So.,76,210,R/R,Lakota East,"West Chester, Ohio",2024
University of Indiana,Josh Pyne,32,INF,Jr.,72,200,R/R,Linton-Stockton,"Bloomfield, Ind.",2024
University of Indiana,AJ Shepard,33,C,R-Fr.,71,225,R/R,Patriot,"Manassas, Va.",2024
University of Indiana,Ryan Rushing,34,LHP,Fr.,70,191,R/L,IMG Academy,"Bradenton, Fla.",2024
University of Indiana,Evan O'Neill,35,RHP,Fr.,76,225,R/R,Blessed Trinity Catholic,"Alpharetta, Ga.",2024
University of Indiana,Luke Sinnard,37,RHP,Jr.,80,250,R/R,Beech,"Hendersonville, Tenn.",2024
University of Indiana,Eli Shaw,39,RHP,Fr.,74,220,R/R,Warren Central,"Indianapolis, Ind.",2024
University of Indiana,Ethan Phillips,40,RHP,So.,73,195,S/R,Calvary Christian,"Dunedin, Fla.",2024
University of Indiana,Ty Bothwell,41,LHP,Gr.,70,205,L/L,Boone Grove,"Hebron, Ind.",2024
University of Indiana,Austin Bode,42,C,Jr.,72,200,L/R,Columbus North,"Columbus, Ind.",2024
University of Indiana,Ty Rybarczyk,43,RHP,Gr.,70,180,R/R,Hall,"Spring Valley, Ill.",2024
University of Indiana,Jake Stadler,44,C,R-Jr.,73,215,L/R,Mount Vernon,"Greenfield, Ind.",2024
University of Indiana,Julian Tonghini,45,RHP,Jr.,75,205,R/R,Salisbury School,"New Canaan, Conn.",2024
University of Indiana,Matthew Bohnert,46,LHP,Sr.,67,185,L/L,Cactus Shadows,Cave Creek. Ariz.,2024
University of Indiana,Brayden Risedorph,51,RHP,So.,75,240,R/R,East Noble,"Kendallville, Ind.",2024
University of Indiana,Aydan Decker-Petty,55,RHP,So.,77,196,R/R,New Castle,"New Castle, Ind.",2024
University of Minnesota,Jake Larson,1,INF,Jr.,72,200,R/R,Kentlake,"Covington, Wash.",2024
University of Minnesota,Joe Hauser,2,INF/RHP,R-Jr.,74,200,R/R,Waunakee,"Waunakee, Wis.",2024
University of Minnesota,Brady Counsell,3,INF,Jr.,74,205,R/R,Whitefish Bay,"Milwaukee, Wis.",2024
University of Minnesota,Easton Fritcher,4,OF,So.,72,195,L/L,Hayfield Community School,"Hayfield, Minn.",2024
University of Minnesota,Kris Hokenson,6,OF/LHP,So.,72,180,L/L,St. Louis Park,"St. Louis Park, Minn.",2024
University of Minnesota,Jack Spanier,7,INF,Fr.,72,180,R/R,Rocori,"Cold Spring, Minn.",2024
University of Minnesota,Brady Jurgella,8,OF,Sr.,72,180,L/R,Menasha,"Menasha, Wis.",2024
University of Minnesota,Kyle Bork,9,INF,R-Sr.,77,190,R/R,St. Francis,"Alpharetta, Ga.",2024
University of Minnesota,Sam Hunt,10,C,R-So.,74,205,S/R,IMG Academy,"Minneapolis, Minn.",2024
University of Minnesota,Tristan Ellis,13,INF,R-Fr.,69,160,L/R,Greendale,"Greendale, Wis.",2024
University of Minnesota,Drew Berkland,15,OF/C,So.,72,190,R/R,Wayzata,"Wayzata, Minn.",2024
University of Minnesota,Josh Fitzgerald,16,OF,R-Jr.,72,190,R/R,Newman Catholic,"Mason City, Iowa",2024
University of Minnesota,Sam Malec,17,RHP,Jr.,72,175,R/R,Woodbury,"Woodbury, Minn.",2024
University of Minnesota,Will Semb,18,RHP,R-Jr.,73,215,R/R,De Pere,"De Pere, Wis.",2024
University of Minnesota,Jack Taxdahl,19,C,Fr.,70,190,R/R,Cretin-Derham Hall,"Prior Lake, Minn.",2024
University of Minnesota,Kyle Remington,20,RHP/INF,Fr.,72,165,L/R,Grand Rapids Christian,"Grand Rapids, Mich.",2024
University of Minnesota,Thomas Gross,21,RHP,Sr.,74,215,R/R,Minnetonka HS,"Minnetonka, Minn.",2024
University of Minnesota,Weber Neels,22,C/INF,So.,73,210,R/R,East Ridge,"Cottage Grove, Minn.",2024
University of Minnesota,Ike Mezzenga,23,INF,R-Jr.,73,195,L/R,Mounds View,"Shoreview, Minn.",2024
University of Minnesota,Jake Perry,27,INF,Jr.,76,205,L/R,Hopkins,"Hopkins, Minn.",2024
University of Minnesota,Caden Capomaccio,28,RHP,So.,73,185,R/R,Notre Dame Academy,"Green Bay, Wis.",2024
University of Minnesota,Tucker Novotny,29,LHP,Jr.,77,235,R/L,Park of Cottage Grove,"Cottage Grove, Minn.",2024
University of Minnesota,Seth Clausen,30,RHP,Jr.,73,210,R/R,Pleasant Valley,"Bettendorf, Iowa",2024
University of Minnesota,Sam Kennedy,32,RHP,R-Fr.,73,195,R/R,North St. Paul,"St. Paul, Minn.",2024
University of Minnesota,Boston Merila,33,OF,Sr.,71,190,S/R,St. Michael-Albertville HS,"St. Michael, Minn.",2024
University of Minnesota,Connor Wietgrefe,35,LHP,Jr.,74,210,L/L,Prior Lake,"Prior Lake, Minn.",2024
University of Minnesota,Cade Bruett,36,OF/INF,Fr.,75,210,L/L,Delano,"Delano, Minn.",2024
University of Minnesota,Parker Lewin,37,RHP/OF,Fr.,73,175,L/R,Orono,"Minnetrista, Minn.",2024
University of Minnesota,Gunnar Heuchert,38,INF,Fr.,73,190,R/R,Red River,"Grand Forks, N.D.",2024
University of Minnesota,Nick Argento,39,RHP,R-Fr.,78,225,R/R,Wayzata HS,"Wayzata, Minn.",2024
University of Minnesota,Tyler Hemmesch,40,RHP,Fr.,73,195,R/R,Sartell,"Sartell, Minn.",2024
University of Minnesota,Charlie Sutherland,41,INF/OF,Fr.,74,200,L/R,Duluth East,"Duluth, Minn.",2024
University of Minnesota,T.J. Egan,45,LHP,So.,77,205,L/L,Eastview,"Apple Valley, Minn.",2024
University of Minnesota,Noah Rooney,46,LHP,Jr.,72,170,L/L,Perham,"Perham, Minn.",2024
University of Minnesota,Noah DeLuga,47,LHP,Sr.,72,180,L/L,Lake Zurich HS,"Lake Zurich, Ill.",2024
University of Minnesota,Justin Thorsteinson,51,LHP,R-Jr.,76,240,L/L,Langley Secondary School,"Richmond, B.C., Canada",2024
University of Minnesota,Will Whelan,54,LHP,Fr.,74,195,L/L,Centennial,"Lino Lakes, Minn.",2024
University of Minnesota,Alex Altmann,55,OF,Fr.,75,205,L/L,Rockford,"Buffalo, Minn.",2024
Texas A&M University,Justin Vossos,0,INF,R-Fr.,72,180,R/R,Ridge Point,"Missouri City, Texas",2024
Texas A&M University,Jack Bell,1,INF,Fr.,72,180,L/R,Ray,"Corpus Christi, Texas",2024
Texas A&M University,Ali Camarillo,2,INF,Jr.,73,180,R/R,Otay Ranch,"Chula Vista, Calif.",2024
Texas A&M University,Kaeden Kent,3,INF,So.,74,200,L/R,Lake Travis,"Austin, Texas",2024
Texas A&M University,Travis Chestnut,4,UTIL,Sr.,67,155,R/R,Pflugerville,"Pflugerville, Texas",2024
Texas A&M University,Hayden Schott,5,OF,Gr.,74,220,L/R,Culver Military Academy,"Newport Beach, Calif.",2024
Texas A&M University,Braden Montgomery,6,OF/RHP,Jr.,74,220,S/R,Central,"Madison, Miss.",2024
Texas A&M University,Gavin Grahovac,9,UTIL,Fr.,74,220,R/R,Villa Park,"Orange, Calif.",2024
Texas A&M University,Chris Cortez,10,RHP,Jr.,73,205,R/R,Silverado,"Las Vegas, Nev.",2024
Texas A&M University,Max Kaufer,11,C,So.,72,210,R/R,IMG Academy,"Medford, N.J.",2024
Texas A&M University,Ryan Targac,12,UTIL,Sr.,73,220,S/R,Hallettsville,"Hallettsville, Texas",2024
Texas A&M University,Caden Sorrell,13,OF,Fr.,75,205,L/L,Marcus,"Highland Village, Texas",2024
Texas A&M University,Isaac Morton,14,RHP,Fr.,75,190,R/R,Spring Lake Park,"Blaine, Minn.",2024
Texas A&M University,Eldridge Armstrong III,15,RHP,Jr.,74,205,R/R,Monte Vista Academy,"Simi Valley, Calif.",2024
Texas A&M University,Jace LaViolette,17,OF,So.,78,230,L/L,Tompkins,"Katy, Texas",2024
Texas A&M University,Ryan Prager,18,LHP,R-So.,75,200,L/L,Hillcrest,"Dallas, Texas",2024
Texas A&M University,Troy Wansing,19,LHP,Jr.,76,225,L/L,Staley,"Kansas City, Mo.",2024
Texas A&M University,Jackson Appel,20,C,Sr.,72,200,S/R,Memorial,"Houston, Texas",2024
Texas A&M University,Weston Moss,21,RHP,Fr.,76,190,R/R,Montgomery Lake Creek,"Montgomery, Texas",2024
Texas A&M University,Tanner Jones,23,RHP,Jr.,74,195,R/R,Thorsby,"Thorsby, Ala.",2024
Texas A&M University,Ted Burton,27,INF,Sr.,75,200,R/R,Edison,"Huntington Beach, Calif.",2024
Texas A&M University,Brett Antolick,28,RHP,Fr.,75,205,R/R,Hazelton Area,"Conyngham, Pa.",2024
Texas A&M University,Kaiden Wilson,30,LHP,Fr.,74,200,L/L,Raymore-Peculiar,"Raymore, Mo.",2024
Texas A&M University,Carl Schmidt,31,INF,Fr.,71,190,R/R,Marin Catholic,"Petaluma, Calif.",2024
Texas A&M University,Brad Rudis,32,RHP,Jr.,72,195,R/R,Madisonville,"Madisonville, Texas",2024
Texas A&M University,Justin Lamkin,33,LHP,So.,76,210,R/L,Calallen,"Corpus Christi, Texas",2024
Texas A&M University,Josh Stewart,34,RHP,Jr.,74,195,R/R,St. Dominic Savio Catholic,"Georgetown, Texas",2024
Texas A&M University,Jason Bodin,35,RHP,Fr.,74,200,R/R,Orangefield,"Orange, Texas",2024
Texas A&M University,Jett Johnston,36,UTIL/RHP,Fr.,73,210,R/R,Farragut (TN),"Nederland, Texas",2024
Texas A&M University,Ty Baker,37,RHP,Fr.,76,230,R/R,Second Baptist Academy,"Houston, Texas",2024
Texas A&M University,Shane Sdao,38,LHP,So.,74,170,L/L,Lake Creek,"Montgomery, Texas",2024
Texas A&M University,Jackson Brasseux,41,LHP,Fr.,73,190,L/L,North Lamar,"Paris, Texas",2024
Texas A&M University,Luke Jackson,44,RHP,R-Fr.,74,190,R/R,Lake Travis,"Austin, Texas",2024
Texas A&M University,Blake Binderup,46,INF/RHP,R-Fr.,78,230,R/R,College Station,"College Station, Texas",2024
Texas A&M University,Tab Tracy,47,OF,Jr.,75,205,L/L,Stratford,"Houston, Texas",2024
Texas A&M University,Hank Bard,48,C,Sr.,74,205,L/R,Legend,"Parker, Colo.",2024
Texas A&M University,Austin Vargas,49,LHP,Fr.,80,235,L/L,Fulshear,"Brookshire, Texas",2024
Texas A&M University,Boots Landry,50,INF,Fr.,75,215,L/R,Friendswood,"Friendswood, Texas",2024
Texas A&M University,Brady Sullivan,52,OF,Fr.,74,200,L/L,Cy Woods,"Cypress, Texas",2024
Texas A&M University,Evan Aschenbeck,53,LHP,Sr.,74,220,L/L,Brenham,"Brenham, Texas",2024
Texas A&M University,Zane Badmaev,55,RHP,R-Sr.,80,270,R/R,Boerne,"Boerne, Texas",2024
Texas A&M University,Zach Frye,59,RHP,Fr.,73,205,R/R,Keller Timber Creek,"Fort Worth, Texas",2024
Texas A&M University,Peyton Smith,62,RHP,So.,76,225,R/R,East Robertson,"Springfield, Tenn.",2024
Texas A&M University,Brock Peery,88,RHP,Sr.,73,195,R/R,Mountain Ridge,"Peoria, Ariz.",2024
University of Southern Mississippi,Peyton Lacy,1,RHP,Fr.,71,170,R/R,Pass Christian HS,"Pass Christian, Miss.",2024
University of Southern Mississippi,Jake Cook,2,OF/LHP,R-Fr.,73,185,L/L,Madison Central HS,"Madison, Miss.",2024
University of Southern Mississippi,Seth Smith,3,INF,Fr.,74,175,L/R,Mobile Christian HS,"Mobile, Ala.",2024
University of Southern Mississippi,Ozzie Pratt,4,INF,Jr.,71,165,R/R,Magnolia Heights HS,"Alesville, Miss.",2024
University of Southern Mississippi,Graham Crawford,5,C,Sr.,71,186,B/R,Sumrall HS,"Sumrall, Miss.",2024
University of Southern Mississippi,Colby Allen,6,RHP,So.,71,177,R/R,Starkville Academy,"Louisville, Miss.",2024
University of Southern Mississippi,Slade Wilks,7,OF Is Captain (C),Sr.,74,220,L/R,Columbia Academy,"Columbia, Miss.",2024
University of Southern Mississippi,Nick Monistere,8,INF/RHP,So.,72,190,R/R,Northwest Rankin HS,"Brandon, Miss.",2024
University of Southern Mississippi,Lawson Odom,10,C/INF,Fr.,70,165,R/R,West Jones HS,"Laurel, Miss.",2024
University of Southern Mississippi,Davis Gillespie,11,INF,R-Fr.,73,205,R/R,Oak Mountain HS,"Birmingham, Ala.",2024
University of Southern Mississippi,Kros Sivley,12,LHP,So.,71,183,L/L,Sumrall HS,"Sumrall, Miss.",2024
University of Southern Mississippi,Matthew Adams,13,RHP Is Captain (C),Sr.,71,189,R/R,Pearland HS,"Pearland, Texas",2024
University of Southern Mississippi,Dalton McIntyre,14,OF/LHP,Jr.,75,175,L/L,Sacred Heart of Jesus HS,"Jackson, Tenn.",2024
University of Southern Mississippi,Jacob Keys,15,C,Fr.,72,175,R/R,Brandon HS,"Brandon, Miss.",2024
University of Southern Mississippi,Nolan Tucker,16,INF,Sr.,69,170,L/R,Hanover Central HS,"Cedar Lake, Ind.",2024
University of Southern Mississippi,JB Middleton,18,RHP,So.,72,172,R/R,Benton Academy,"Yazoo City, Miss.",2024
University of Southern Mississippi,Matthew Russo,19,INF,So.,75,248,L/R,Saint Paul's School,"Madisonville, La.",2024
University of Southern Mississippi,Brady Faust,20,INF,Sr.,71,175,L/R,Brother Martin HS,"New Orleans, La",2024
University of Southern Mississippi,Billy Oldham,21,RHP,Sr.,73,217,R/R,Brookfield HS,"Brookfield, Conn.",2024
University of Southern Mississippi,Cal Culpepper,22,INF/RHP,Fr.,75,165,R/R,Clarkdale HS,"Meridian, Miss.",2024
University of Southern Mississippi,Niko Mazza,23,RHP,Jr.,71,194,L/R,Madison-Ridgeland Academy,"Madison, Miss.",2024
University of Southern Mississippi,Jackson Parker,24,UTIL/LHP,So.,72,239,L/L,Stringer HS,"Stringer, Miss.",2024
University of Southern Mississippi,Braden Luke,25,INF,Jr.,70,225,L/R,West Lauderdale HS,"Collinsville, Miss.",2024
University of Southern Mississippi,Cole Boswell,26,RHP,Sr.,75,175,R/R,West Lauderdale,"Collinsville, Miss.",2024
University of Southern Mississippi,Gabe Broadus,27,INF,Jr.,68,175,R/R,Faith Academy,"Wilmer, Ala.",2024
University of Southern Mississippi,Eli Collins,28,INF/OF,Jr.,72,180,R/R,Northeast Jones HS,"Laurel, Miss.",2024
University of Southern Mississippi,Chandler Best,29,LHP,Jr.,72,203,L/L,McGill-Toolen HS,"Mobile, Ala.",2024
University of Southern Mississippi,Sawyer Toney,30,RHP,Jr.,76,215,R/R,Lakewood Christian HS,"Tampa, Fla.",2024
University of Southern Mississippi,Will Armistead,31,RHP,Sr.,74,214,R/R,Mooreville HS,"Mooreville, Miss.",2024
University of Southern Mississippi,Josh Och,32,RHP/INF,Fr.,71,170,R/R,Chanhassen HS,"Victoria, Minn.",2024
University of Southern Mississippi,Billy Butler,35,OF,Sr.,74,234,R/R,Ponagansett HS,"Foster, R.I.",2024
University of Southern Mississippi,Tucker Stockman,36,C,R-Fr.,76,226,R/R,Athens HS,"Athens, Ala.",2024
University of Southern Mississippi,Carson Paetow,37,OF Is Captain (C),Jr.,75,214,L/L,Vancleave HS,"Vancleave, Miss.",2024
University of Southern Mississippi,Drake Meeks,38,RHP,Fr.,76,200,R/R,Briarwood Christian HS,"Birmingham, Ala.",2024
University of Southern Mississippi,JW Armistead,39,RHP,So.,77,200,R/R,Mooreville HS,"Mooreville, Miss.",2024
University of Southern Mississippi,Drew Druckenmiller,41,RHP,Jr.,75,210,R/R,Faith Academy,"Mobile, Ala.",2024
University of Southern Mississippi,Ben Riley Flowers,42,LHP,Jr.,74,210,L/L,Saraland HS,"Saraland, Ala.",2024
University of Southern Mississippi,Landen Payne,43,RHP,Jr.,74,210,R/R,Saint Martin HS,"Ocean Springs, Miss.",2024
University of Southern Mississippi,McCarty English,47,RHP,Fr.,73,170,R/R,Ocean Springs HS,"Ocean Springs, Miss.",2024
University of Southern Mississippi,Chase Adams,48,LHP/OF,So.,74,190,L/L,Normal University HS,"Normal, Ill.",2024
University of Southern Mississippi,Gray Bane,52,C,So.,72,205,R/R,Lewisburg HS,"Lewisburg,Miss.",2024
Troy University,Ethan Kavanagh,1,INF,Sr.,69,170,R/R,Highland High,"Cincinnati, Ohio",2024
Troy University,Shane Lewis,2,OF,Jr.,74,190,S/R,Warren Central HS,"Vicksburg, Miss.",2024
Troy University,Tremayne Cobb Jr.,3,INF,Sr.,73,185,R/R,Charles Herbert Flowers,"Upper Marlboro, Md.",2024
Troy University,Lance Gardiner,4,INF,Sr.,72,185,R/R,Capistrano Valley,"Mission Viejo, Calif.",2024
Troy University,Kole Myers,5,OF,Sr.,73,195,L/R,Jennings HS,"Lafayette, La.",2024
Troy University,Aidan Gilroy,6,INF,Sr.,73,200,L/R,Pace HS,"Pace, Fla.",2024
Troy University,Kyle Mock,7,OF,Sr.,72,207,L/R,Bishop Moore Catholic HS,"Orlando, Fla.",2024
Troy University,Isaac Silva,8,RHP,Jr.,74,190,R/R,Oñate HS,"Las Cruces, N.M.",2024
Troy University,Logan Ross,10,LHP,Sr.,74,184,L/L,Opp HS,"Opp, Ala.",2024
Troy University,Ryan Pettys,11,LHP,Sr.,74,183,L/L,Mosley HS,"Panama City Beach, Fla.",2024
Troy University,Ben Arnett,12,OF,Sr.,74,200,R/R,Florence HS,"Florence, Ala.",2024
Troy University,Brady Fuller,13,RHP,Jr.,76,231,R/R,Auburn HS,"Auburn, Ala.",2024
Troy University,Jayden Sloan,14,INF,Sr.,67,202,R/R,Brewbaker Tech Magnet,"Montgomery, Ala.",2024
Troy University,Will Butcher,15,INF,Sr.,74,229,R/R,T.C. Roberson HS,"Arden, N.C.",2024
Troy University,Jason Hawkins,16,C,Jr.,74,210,R/R,Plano Senior HS,"Allen, Texas",2024
Troy University,Brooks Bryan,17,C,So.,74,216,L/R,Opelika HS,"Opelika, Ala.",2024
